id,name,field,old,new
usr_c1ff1c0f87ef495c9962,Ahmar Bubere,honours,"Editor of Indo Gulf Times (Bohra-community publication based in Indore). Likely related to Ms Zahra Bubere (BFP.119, Assistant Editor, Indo Gulf Times). Did not appear on the 162-register; confirmation received independently and added as the 21st new attendee.","Editor of Indo Gulf Times (Bohra-community publication based in Indore). Likely related to Ms Zahra Bubere (BFP. 119, Assistant Editor, Indo Gulf Times)"
usr_d667104a316646aabea1,Sanjay Bapat,honours,Sanjay Bapat — long-time CSR practitioner; Director of CSR Identity Consulting (Thane). Reach via sanjay@csridentity.com. Consent given for photograph use on website.,Sanjay Bapat — long-time CSR practitioner; Director of CSR Identity Consulting (Thane). Reach via sanjay@csridentity. com. Consent given for photograph use on website
usr_76544de7d8c54275b581,Pravin Kumar,honours,Australian-based principal; NIAD Group MD. Indian-origin diaspora attendee.,Australian-based principal; NIAD Group MD. Indian-origin diaspora attendee
usr_ac8ad660db36489ab50c,Pratik Kanakia,organization,(pending verification),
usr_ac8ad660db36489ab50c,Pratik Kanakia,honours,"Full name confirmed by user: Pratik Kanakia. (Likely Mumbai-based business — may be Pratik Kanakia of Kanakia Spaces / Kanakia Group, well-known Mumbai real-estate developer; confirm sector if needed.)",
usr_c289507985004118aa2f,Uma Sangal,designation,(designation pending verification),
usr_c289507985004118aa2f,Uma Sangal,honours,QUERY: Designation and organisation pending — the signed Acknowledgement & Acceptance letter cropped before the title line. Please advise sector.,QUERY: Designation and organisation pending — the signed Acknowledgement & Acceptance letter cropped before the title line. Please advise sector
usr_f1ad40974a934b1dab1a,Naveen Verma,designation,CEO : Bama Infotech and Trustee : Aryaman Foundation,CEO: Bama Infotech and Trustee: Aryaman Foundation
usr_04a7c4b2d30f45a79588,Shazia Merchant,designation,Sr Director - Office Leasing & Advisory,Sr Director - Office Leasing & Advisery
usr_3f67ed0b5181463583bb,Denis Varghese,designation,Director & Programme Head,Director & Programmeme Head
usr_783c1578f7664a19ae39,Nikita (Xariya) S. Kshatriya,bio,"Ms. Nikita S. Kshatriya is the Founder and Chief Executive Officer of Being Woke, a homegrown Indian skincare and beauty label. Her public footprint is characteristically thin for the head of an emerging indie brand; official digital handles, founding year and editorial press profile could not be independently corroborated through open sources. For the register, it is respectful and accurate to present her as an entrepreneur building a young beauty house, while noting that further brand-provided detail is advisable before public attribution.","Ms. Nikita S. Kshatriya is the Founder and Chief Executive Officer of Being Woke, a homegrown Indian skincare and beauty label. For the register, it is respectful and accurate to present her as an entrepreneur building a young beauty house, while noting that further brand-provided detail is advisable before public attribution"
usr_3e1a40eca26a46dd9afa,Dhruv Kapoor,address,"T.S.T. PO Box-95226, Kowloon, Hong Kong; 1/9, Vipul Khand, Gomtinagar, Lucknow, Uttar Pradesh 226010, India","T. S. T. PO Box-95226, Kowloon, Hong Kong; 1/9, Vipul Khand, Gomtinagar, Lucknow, Uttar Pradesh 226010, India"
usr_1a25dc74b7dc4890a1e5,Gagan Mahotra,organization,Dreamworth Solutions Pvt. Ltd.,Dreamworth Solutions Pvt. Ltd
usr_18865c283f9c49cebf43,Jason Jarvis Rommel Temasfieldt,organization,EnerSynk Private Limited,
usr_18c580d44a034609ba42,Josefine Linder,organization,Enersynk Private Limited,
usr_69102d1a46c945eebecf,Kanwaldeep Singh Bedi,organization,EduHealth Life's Private Limited,
usr_dcb967120f6f468d93eb,Khozema Electricwala,designation,Programme Head — Hunger Project,Programmeme Head — Hunger Project
usr_43f1da87710b466daa3a,Pravin More,designation,Assistant Private Secretary to the Minister,
usr_959ec175566243df9b19,Shivaji Hanmantrao Bhutale,address,"S.No. 81/1/6/8, Flat No. 201, Suvastu Prime, Warje, Pune, Maharashtra 411058, India","S. No. 81/1/6/8, Flat No. 201, Suvastu Prime, Warje, Pune, Maharashtra 411058, India"
usr_0e58797c712846c09bc7,Sindhujaa Iyengar,designation,"Deputy Director (Programme Development & Outreach), Centre for National Security Studies (CNSS)","Deputy Director (Programmeme Development & Outreach), Centre for National Security Studies (CNSS)"
usr_1f500154732146109f77,Tina Tandon,organization,"T.Tandon (contemporary RTW fashion label, New York)","T. Tandon (contemporary RTW fashion label, New York)"
usr_61c07ccc0aa74113b3fd,Victoria Marie McArtor,organization,"Ocutrx Vision Technologies, Inc.","Ocutrx Vision Technologies, Inc"
usr_61c07ccc0aa74113b3fd,Victoria Marie McArtor,bio,"Ms. Victoria Marie McArtor is Chief Communications Officer of Ocutrx Vision Technologies — the California augmented-reality firm building medical-grade AR headsets for ophthalmic surgery and macular degeneration — and of its advanced electronics subsidiary, Spectrum AMT. A Tulsa-trained poet with a Master of Fine Arts from Oklahoma State University and an MBA, she is also a named inventor on six United States patents and the author of Reverse Selfie, a 2018 collaboration with photographer Matthew Phipps. As co-founder of the MUSED. arts non- profit, she carries the unusual distinction of serving equally well at a board table and a lectern.","Ms. A Tulsa-trained poet with a Master of Fine Arts from Oklahoma State University and an MBA, she is also a named inventor on six United States patents and the author of Reverse Selfie, a 2018 collaboration with photographer Matthew Phipps. As co-founder of the MUSED. arts non- profit, she carries the unusual distinction of serving equally well at a board table and a lectern"
usr_61c07ccc0aa74113b3fd,Victoria Marie McArtor,qualifications,"MFA Creative Writing (Oklahoma State University, 2014); MBA; Co-Founder, MUSED.","MFA Creative Writing (Oklahoma State University, 2014); MBA; Co-Founder, MUSED"
usr_6fdf537bb1cc49cea89a,Vinod Kumar Bidhuri,designation,"Senior Advocate, Supreme Court of India and Delhi High Court",
usr_2ea69af93e7d4e4aba03,Chandan Agarwal,designation,"Founder and Chairman, G.D. Goenka Public School, Kanpur; Chairperson, G.D. Goenka Montessori School, Kanpur and G.D. Goenka La Petite, Lucknow; operating under the NRI Educational Society","Founder and Chairman, G. D. Goenka Public School, Kanpur; Chairperson, G. D. Goenka Montessori School, Kanpur and G. D. Goenka La Petite, Lucknow; operating under the NRI Educational Society"
usr_2ea69af93e7d4e4aba03,Chandan Agarwal,organization,"G.D. Goenka Public School, Kanpur","G. D. Goenka Public School, Kanpur"
usr_2ea69af93e7d4e4aba03,Chandan Agarwal,bio,"A Kanpur-based educationist and entrepreneur, Dr. Chandan Agarwal founded G.D. Goenka Public School, Kanpur in 2013 as a franchise partner of the G.D. Goenka Group, Delhi, and has since expanded the footprint to a Montessori school, a Lucknow toddler house, and allied cricket, badminton and music academies. A gold-medallist MBA from NMIMS Mumbai, he has been publicly recognised by serving Indian statesmen and by the national press as a leading North Indian educationist. Through the Sarthak Foundation and the NRI Educational Society, his philanthropy threads scholarships, hostels and healthcare for children whose circumstances would otherwise close the schoolhouse door.","A Kanpur-based educationist and entrepreneur, Dr. Chandan Agarwal founded G. D. Goenka Public School, Kanpur in 2013 as a franchise partner of the G. D. Goenka Group, Delhi, and has since expanded the footprint to a Montessori school, a Lucknow toddler house, and allied cricket, badminton and music academies. A gold-medallist MBA from NMIMS Mumbai, he has been publicly recognised by serving Indian statesmen and by the national press as a leading North Indian educationist. Through the Sarthak Foundation and the NRI Educational Society, his philanthropy threads scholarships, hostels and healthcare for children whose circumstances would otherwise close the schoolhouse door"
usr_2ea69af93e7d4e4aba03,Chandan Agarwal,honours,"Champions of Change Award 2018 (presented by the then Vice-President Shri M. Venkaiah Naidu); ""Remarkable Contribution in the Education Sector of Uttar Pradesh"" 2019 (Shri Nitin Gadkari); Advisor on Higher Education to the Governor of Bihar; Board of Advisors, Wockhardt Foundation","Champions of Change Award 2018 (presented by the then Vice-President Shri M. Venkaiah Naidu); ""Remarkable Contribution in the Education Sector of Uttar Pradesh"" 2019 (Shri Nitin Gadkari); Adviser on Higher Education to the Governor of Bihar; Board of Advisers, Wockhardt Foundation"
usr_32aceae88e1b45548b5d,Sandeep Bakshi,organization,"Jaipur National University, JNU Hospital (JNU Institute for Medical Sciences & Research Centre); Seedling Group of Schools; Chairperson, JNU Ras Al Khaimah UAE; Self-Financing Association of Private Universities of Rajasthan; Society for Unaided Private Schools",
usr_32aceae88e1b45548b5d,Sandeep Bakshi,bio,"A Jaipur educationist of second-generation lineage, Dr. Sandeep Bakshi translated his mother Mohini Bakshi's 1983 Seedling Nursery into a multidisciplinary university — Jaipur National University, established by Rajasthan Ordinance on 22 October 2007 and today NAAC A+ accredited, with campuses at Jagatpura and Ras Al Khaimah. As Founder Chancellor and Chairman, he also oversees JNU Hospital and the Medical Sciences Research Centre, and serves as Chief Executive Officer of the Seedling Group of Schools. His stewardship carries the quiet discipline of a family enterprise grown, in his own image, into a grove.","A Jaipur educationist of second-generation lineage, Dr. Sandeep Bakshi translated his mother Mohini Bakshi's 1983 Seedling Nursery into a multidisciplinary university — Jaipur National University, established by Rajasthan Ordinance on 22 October 2007 and today NAAC A+ accredited, with campuses at Jagatpura and Ras Al Khaimah. As Founder Chancellor and Chairman, he also oversees JNU Hospital and the Medical Sciences Research Centre, and serves as Chief Executive Officer of the Seedling Group of Schools. His stewardship carries the quiet discipline of a family enterprise grown, in his own image, into a grove"
usr_32aceae88e1b45548b5d,Sandeep Bakshi,honours,"Founder Chancellor of Jaipur National University (Jaipur National University Act, Rajasthan, 2008); NAAC A+ and NABH accredited under his leadership; Vocational Education and Entrepreneurial Research (VEER) Award, Confederation of Indian Universities with UNESCO-affiliated IAEWP; ""Pride of the Nation"" — India's Greatest Leaders 2017–18",
usr_e77f64b44fc74270b150,Rui Duarte de Barros,address,"Office of the Prime Minister
Palace of the Government
Bissau
Guinea-Bissau",Office of the Prime Minister Palace of the Government Bissau Guinea-Bissau
usr_e77f64b44fc74270b150,Rui Duarte de Barros,bio,"H.E. Mr. Rui Duarte de Barros is a Bissau-Guinean economist, Havana-trained engineer and twice-serving Prime Minister of the Republic of Guinea-Bissau. A former Minister of Finance and long-serving commissioner at UEMOA, he was first called to lead a transitional cabinet in May 2012 in the tense aftermath of the April coup, shepherding the country toward the 2014 elections. Returning to the Palácio do Governo in January 2024 under President Embaló, he steered a fragile coalition until his dismissal in August 2025. Soft-spoken, technocratic and discreet, he embodies a generation of Bissau-Guinean public servants devoted to the hard disciplines of stability.","H. E. Mr. Rui Duarte de Barros is a Bissau-Guinean economist, Havana-trained engineer and twice-serving Prime Minister of the Republic of Guinea-Bissau. Returning to the Palácio do Governo in January 2024 under President Embaló, he steered a fragile coalition until his dismissal in August 2025. Soft-spoken, technocratic and discreet, he embodies a generation of Bissau-Guinean public servants devoted to the hard disciplines of stability"
usr_ff3c6fb077d6416d9623,Asha Sharma,bio,"Ms. Asha Sharma is credited as the founding principal of Haven Bespoke Properties, a Dubai-registered luxury real estate brokerage that advises Indian, Gulf and international clients across the UAE property market, with particular focus on off-plan and ready residences through partnerships with Dubai's leading developers. Her public footprint is deliberately understated, and the biographical detail circulating on third-party databases remains uncorroborated by primary sources. The register therefore treats her with appropriate diplomatic restraint, pending fuller detail from the attendee's office.","Ms. Asha Sharma is credited as the founding principal of Haven Bespoke Properties, a Dubai-registered luxury real estate brokerage that advises Indian, Gulf and international clients across the UAE property market, with particular focus on off-plan and ready residences through partnerships with Dubai's leading developers. Her public footprint is deliberately understated, and the biographical detail circulating on third-party databases remains uncorroborated by primary sources. The register therefore treats her with appropriate diplomatic restraint, pending fuller detail from the attendee's office"
usr_ff3c6fb077d6416d9623,Asha Sharma,honours,"Indian-origin Dubai-based real-estate principal; firm partners with Dubai's leading developers (Emaar, Damac, Sobha, Nakheel, Meraas and others)",
usr_d7eaf75a08c749a98f59,Vineet Nirmal Suchanti,bio,"Mr. Vineet Nirmal Suchanti is the Founder, Chairman and Managing Director of Keynote Financial Services Limited, the Mumbai-headquartered SEBI-registered Category I merchant bank listed on the BSE and NSE. An MBA from the University of Rochester's Simon Business School, he has spent more than twenty-five years in India's capital markets, guiding Keynote through more than four hundred transactions spanning initial public offerings, rights issues, qualified institutional placements, buybacks and mergers and acquisitions. He holds concurrent directorships across the Keynote group and was recently appointed an Independent Director of LKP Securities Limited. His reputation is that of a quietly consistent boutique investment banker.","Mr. Vineet Nirmal Suchanti is the Founder, Chairman and Managing Director of Keynote Financial Services Limited, the Mumbai-headquartered SEBI-registered Category I merchant bank listed on the BSE and NSE. An MBA from the University of Rochester's Simon Business School, he has spent more than twenty-five years in India's capital markets, guiding Keynote through more than four hundred transactions spanning initial public offerings, rights issues, qualified institutional placements, buybacks and mergers and acquisitions. He holds concurrent directorships across the Keynote group and was recently appointed an Independent Director of LKP Securities Limited. His reputation is that of a quietly consistent boutique investment banker"
usr_d7eaf75a08c749a98f59,Vineet Nirmal Suchanti,honours,"Founder and Managing Director of Keynote; over 25 years in investment banking and capital markets; direct shareholding of approximately 5.68% of Keynote Financial Services Limited; Independent Director, LKP Securities Limited (from 31 October 2025); led over 400 transactions including recent IPOs of Nova Agritech, J.G. Chemicals and Credo Brands (Mufti); instituted the Keynote Award for Academic Excellence at Alkesh Dinesh Mody Institute, University of Mumbai","Founder and Managing Director of Keynote; over 25 years in investment banking and capital markets; direct shareholding of approximately 5. 68% of Keynote Financial Services Limited; Independent Director, LKP Securities Limited (from 31 October 2025); led over 400 transactions including recent IPOs of Nova Agritech, J. G. Chemicals and Credo Brands (Mufti); instituted the Keynote Award for Academic Excellence at Alkesh Dinesh Mody Institute, University of Mumbai"
usr_e21126416e5641a587db,Murtaza Habil Khorakiwala,bio,"Dr. Murtaza Habil Khorakiwala is the Managing Director of Wockhardt Limited, the Mumbai-headquartered research-based global pharmaceutical and biotechnology enterprise founded by his father in 1967. A rare combination of physician and business leader, he holds an MBBS from Seth G.S. Medical College, Mumbai, and an MBA from the University of Illinois, which later conferred on him its Global Impact Award. Managing Director since April 2009, he has steered Wockhardt's international footprint across the United Kingdom, Ireland, France and the United States, and led its pandemic-era partnership with the British Government. A past President of both the Bombay Management Association and ICC India, he remains — with his brother Dr. Huzaifa, the Conclave host — the closest partner in the enterprise's pharmaceutical and philanthropic mission.","Dr. Murtaza Habil Khorakiwala is the Managing Director of Wockhardt Limited, the Mumbai-headquartered research-based global pharmaceutical and biotechnology enterprise founded by his father in 1967. A rare combination of physician and business leader, he holds an MBBS from Seth G. S. Medical College, Mumbai, and an MBA from the University of Illinois, which later conferred on him its Global Impact Award. Managing Director since April 2009, he has steered Wockhardt's international footprint across the United Kingdom, Ireland, France and the United States, and led its pandemic-era partnership with the British Government. A past President of both the Bombay Management Association and ICC India, he remains — with his brother Dr. Huzaifa, the Conclave host — the closest partner in the enterprise's pharmaceutical and philanthropic mission"
usr_e21126416e5641a587db,Murtaza Habil Khorakiwala,qualifications,"MBBS (Seth G.S. Medical College, Mumbai, 1995); MBA (University of Illinois, 2000)","MBBS (Seth G. S. Medical College, Mumbai, 1995); MBA (University of Illinois, 2000)"
usr_c09e0655730547139a3c,Aditya Vijay Kashyap,designation,"Founder and Principal Partner, Scorpion Capital (investment banking and strategic advisory), New Delhi","Founder and Principal Partner, Scorpion Capital (investment banking and strategic advisery), New Delhi"
usr_c09e0655730547139a3c,Aditya Vijay Kashyap,organization,"Scorpion Capital (investment banking and strategic advisory), New Delhi","Scorpion Capital (investment banking and strategic advisery), New Delhi"
usr_c09e0655730547139a3c,Aditya Vijay Kashyap,bio,"Dr. Aditya Vijay Kashyap is the founder and principal partner of Scorpion Capital, the New Delhi-headquartered investment banking and strategic advisory firm with network offices spanning Nepal, Dubai, Singapore, Mauritius, the United Kingdom and the United States. He brings over four decades of senior leadership across Axis Bank, Punjab National Bank, Wells Fargo and Union Bank of California, and served as Chairman of the Indo American Chamber of Commerce. His Vibrant Nepal Mission has anchored cross-border mandates in film, tourism, renewable energy, healthcare and smart cities — a banker whose practice is increasingly a geography of its own.","Dr. He brings over four decades of senior leadership across Axis Bank, Punjab National Bank, Wells Fargo and Union Bank of California, and served as Chairman of the Indo American Chamber of Commerce. His Vibrant Nepal Mission has anchored cross-border mandates in film, tourism, renewable energy, healthcare and smart cities — a banker whose practice is increasingly a geography of its own"
usr_c09e0655730547139a3c,Aditya Vijay Kashyap,honours,"Former senior leadership roles at Axis Bank, Punjab National Bank, Wells Fargo Bank and Union Bank of California; former Chairman, Indo American Chamber of Commerce (Business Development, Strategies and Foreign Direct Investments); Vice Chairman, Eurasia Afro Chamber of Commerce; Principal Partner, Judicio Legalia (Supreme Court of India)",
usr_c09e0655730547139a3c,Aditya Vijay Kashyap,qualifications,PhD (self-represented); four decades of senior leadership in global investment banking and government advisory,PhD (self-represented); four decades of senior leadership in global investment banking and government advisery
usr_ecedea7589fd420598e9,Ujjwal Vashisht,organization,(BFP register: Commerce / Government),
usr_ecedea7589fd420598e9,Ujjwal Vashisht,bio,"Ms. Ujjwal Vashisht is co-founder and partner at Scorpion Capital, where she heads partnerships, mandates and institutional engagements from the firm's New Delhi base. With over two decades in investment advisory, corporate strategy, government relations, education and international business development, she arrived at Scorpion after senior roles at Resurgent India and The Dashami Creations and Studios in Mumbai. Her work threads through the firm's cross-border mandates across India, Nepal, Dubai, Singapore and the United Kingdom — a quietly effective operator in the architecture behind the deals.","Ms. With over two decades in investment advisery, corporate strategy, government relations, education and international business development, she arrived at Scorpion after senior roles at Resurgent India and The Dashami Creations and Studios in Mumbai"
usr_ecedea7589fd420598e9,Ujjwal Vashisht,honours,"Over 20 years in investment advisory, corporate strategy, government relations, education and international business development; partner at Scorpion Capital New Delhi with concurrent affiliation to the Eurasia Afro Chamber of Commerce","Over 20 years in investment advisery, corporate strategy, government relations, education and international business development; partner at Scorpion Capital New Delhi with concurrent affiliation to the Eurasia Afro Chamber of Commerce"
usr_f9aa93d58fe947dfac58,Sameer Tapia,designation,"Founder and Senior Partner, ALMT Legal Advocates and Solicitors (Mumbai, Bangalore, New Delhi and London); only remaining founding partner of the firm",
usr_f9aa93d58fe947dfac58,Sameer Tapia,bio,"Mr. Sameer Tapia is the founder and senior partner of ALMT Legal — the firm he co-established in London on 10 January 2000 as the first Indian law firm to be set up in the United Kingdom. A graduate of Government Law College, Mumbai and an early associate at Amarchand & Mangaldas, he is today the only named founding partner still with ALMT, which has grown to offices in Mumbai, Bangalore, New Delhi and London. His practice centres on corporate-commercial work, dispute resolution and arbitration, with a particular reputation in aviation, real estate and private-client matters. He serves the Kala Ghoda Association as Honorary Treasurer, an art-collector's debt quietly repaid.","Mr. A graduate of Government Law College, Mumbai and an early associate at Amarchand & Mangaldas, he is today the only named founding partner still with ALMT, which has grown to offices in Mumbai, Bangalore, New Delhi and London"
usr_f9aa93d58fe947dfac58,Sameer Tapia,honours,"ALMT Legal, established in London on 10 January 2000, was the first Indian law firm to be set up in the United Kingdom; Who's Who Lawyer of the Year 2009–10, 2010–11, 2012–13; The Indian Lawyer 250 Top 40 Individual Lawyers Under 45; Honorary Treasurer, Kala Ghoda Association; Trustee, Nitya Artists Centre; formerly an Associate at Amarchand & Mangaldas & Suresh A. Shroff & Co. (1991–1996)",Shroff & Co. (1991–1996)
usr_f9aa93d58fe947dfac58,Sameer Tapia,qualifications,"B.Com (Bombay University); LL.B (Government Law College, Mumbai, 1995)","B. Com (Bombay University); LL. B (Government Law College, Mumbai, 1995)"
usr_bb96fefec41549599c16,Ronakali Saifuddin Dholkawala,designation,"Managing Director, Ronak Rocks Pvt. Ltd., Vadodara (natural stone exports — granite, marble, sandstone, slate, limestone, onyx); and Ronak International / AL RAWNAQ, Dubai (marble and granite supplier)","Managing Director, Ronak Rocks Pvt. Ltd. , Vadodara (natural stone exports — granite, marble, sandstone, slate, limestone, onyx); and Ronak International / AL RAWNAQ, Dubai (marble and granite supplier)"
usr_bb96fefec41549599c16,Ronakali Saifuddin Dholkawala,address,"Ronak House, Sant Kabir Road, Gendi Gate
Vadodara, Gujarat 390001
India ::: Warehouse 6311/01A, Al Saja'ah Industrial Area, near Sharjah Driving School, Emirates Industrial City
Sharjah
United Arab Em","Ronak House, Sant Kabir Road, Gendi Gate Vadodara, Gujarat 390001 India: : : Warehouse 6311/01A, Al Saja'ah Industrial Area, near Sharjah Driving School, Emirates Industrial City Sharjah United Arab Em"
usr_bb96fefec41549599c16,Ronakali Saifuddin Dholkawala,bio,"Mr. Ronakali Saifuddin Dholkawala is the Managing Director of Ronak Rocks, the Vadodara-headquartered natural- stone exporter founded in 2010 and today supplying granite, marble, sandstone, slate, limestone and onyx to more than fifty countries — from Turkey and Algeria to Saudi Arabia and the United Kingdom. Through the Dubai arm, Ronak International (AL RAWNAQ), the family group carries a 47-year legacy in quarried stone into the GCC market. Rated CRISIL A4+, with a diversified export base and a co-director brother at his side, his enterprise is literally built from the earth upward — a Dawoodi Bohra family trade polished to a global finish.","Mr. Ronakali Saifuddin Dholkawala is the Managing Director of Ronak Rocks, the Vadodara-headquartered natural- stone exporter founded in 2010 and today supplying granite, marble, sandstone, slate, limestone and onyx to more than fifty countries — from Turkey and Algeria to Saudi Arabia and the United Kingdom. Through the Dubai arm, Ronak International (AL RAWNAQ), the family group carries a 47-year legacy in quarried stone into the GCC market. Rated CRISIL A4+, with a diversified export base and a co-director brother at his side, his enterprise is literally built from the earth upward — a Dawoodi Bohra family trade polished to a global finish"
usr_bb96fefec41549599c16,Ronakali Saifuddin Dholkawala,honours,"Second-generation stone exporter with a 47-year group legacy; Ronak Rocks Pvt. Ltd. (CIN U26999GJ2010PTC061157, incorporated 18 December 2010; registered office Ronak House, Sant Kabir Road, Gendi Gate, Vadodara) exports natural stone to more than fifty countries including Turkey, Algeria, Saudi Arabia and the United Kingdom; CRISIL A4+ credit rating; co-director with brother Asgarali Saifuddin Dholkawala",Second-generation stone exporter with a 47-year group legacy; Ronak Rocks Pvt. Ltd
usr_f5a2def998b34af9a739,Ali Dujana Gurdezi,designation,"Gaddi Nasheen (Hereditary Custodian) and Chief Key Holder, Ajmer Sharif Dargah — the shrine of Hazrat Khwaja Moinuddin Chishti (R.A.); Director, Chishtiya Sufi Foundation; 26th-generation custodian of the Chishtiya Gurdezi lineage","Gaddi Nasheen (Hereditary Custodian) and Chief Key Holder, Ajmer Sharif Dargah — the shrine of Hazrat Khwaja Moinuddin Chishti (R. A. ); Director, Chishtiya Sufi Foundation; 26th-generation custodian of the Chishtiya Gurdezi lineage"
usr_f5a2def998b34af9a739,Ali Dujana Gurdezi,bio,"Shah Sufi Syed Ali Dujana Gurdezi is a 26th-generation hereditary custodian (Gaddi Nasheen) and Chief Key Holder of the Ajmer Sharif Dargah — the revered shrine of Hazrat Khwaja Moinuddin Chishti, whose threshold has drawn pilgrims of every faith for more than eight hundred years. As Director of the Chishtiya Sufi Foundation, he threads Sufi ideals of compassion, interfaith harmony and selfless service into ground-level programmes across education, women's empowerment, healthcare, and hunger relief. His lineage, traced through Hazrat Khwaja Fakhruddin Gurdezi to the Prophet Muhammad, is inseparable from the Dargah's legacy. To the Conclave, he brings the central Sufi salaam: ""love for all, malice towards none"".","Shah Sufi Syed Ali Dujana Gurdezi is a 26th-generation hereditary custodian (Gaddi Nasheen) and Chief Key Holder of the Ajmer Sharif Dargah — the revered shrine of Hazrat Khwaja Moinuddin Chishti, whose threshold has drawn pilgrims of every faith for more than eight hundred years. As Director of the Chishtiya Sufi Foundation, he threads Sufi ideals of compassion, interfaith harmony and selfless service into ground-level programmemes across education, women's empowerment, healthcare, and hunger relief. His lineage, traced through Hazrat Khwaja Fakhruddin Gurdezi to the Prophet Muhammad, is inseparable from the Dargah's legacy. To the Conclave, he brings the central Sufi salaam: ""love for all, malice towards none"""
usr_f5a2def998b34af9a739,Ali Dujana Gurdezi,qualifications,Khadim-e-Khwaja Garib Nawaz (R.A.); born 18 April 1972,Khadim-e-Khwaja Garib Nawaz (R. A. ); born 18 April 1972
usr_84c008ad1f4a458bb179,Krishna N. Pimple,designation,"Founder Chairman, CISB Group (CIS Bureaus Facility Services Pvt. Ltd.), CISS Ltd., Rasheshwar Infrastructure and Krystal Cinemas; Honorary Consul of the United Republic of Tanzania for Tamil Nadu, Kerala, Karnataka and Andhra Pradesh","Founder Chairman, CISB Group (CIS Bureaus Facility Services Pvt. Ltd. ), CISS Ltd. , Rasheshwar Infrastructure and Krystal Cinemas; Honorary Consul of the United Republic of Tanzania for Tamil Nadu, Kerala, Karnataka and Andhra Pradesh"
usr_84c008ad1f4a458bb179,Krishna N. Pimple,bio,"Hon'ble Mr. Krishna N. Pimple is the Founder Chairman of the CISB Group — one of India's largest facility- management enterprises, with over 32,000 personnel across 42 offices and a group turnover of approximately INR 700 crore — and serves concurrently as the Honorary Consul of the United Republic of Tanzania for four southern Indian states: Tamil Nadu, Kerala, Karnataka and Andhra Pradesh. His appointment, gazetted on 4 January 2021 and commissioned in Chennai the following month, was preceded by a personal US$10 million commitment toward a pharmaceutical plant in Dar es Salaam. Through CISS, Rasheshwar Infrastructure and Krystal Cinemas, he anchors an infrastructure-and-services empire that has made him one of India's more substantial bridges to East Africa.","Hon'ble Mr. Krishna N. Pimple is the Founder Chairman of the CISB Group — one of India's largest facility- management enterprises, with over 32,000 personnel across 42 offices and a group turnover of approximately INR 700 crore — and serves concurrently as the Honorary Consul of the United Republic of Tanzania for four southern Indian states: Tamil Nadu, Kerala, Karnataka and Andhra Pradesh. His appointment, gazetted on 4 January 2021 and commissioned in Chennai the following month, was preceded by a personal US$10 million commitment toward a pharmaceutical plant in Dar es Salaam. Through CISS, Rasheshwar Infrastructure and Krystal Cinemas, he anchors an infrastructure-and-services empire that has made him one of India's more substantial bridges to East Africa"
usr_84c008ad1f4a458bb179,Krishna N. Pimple,honours,"Appointment as Honorary Consul of Tanzania published in the Government Gazette of India on 4 January 2021; officially commissioned on 20 February 2021 at the Taj Coromandel Hotel, Chennai, by H.E. Ambassador Baraka H. Luvanda in the presence of the Minister for Industries, Tamil Nadu Government; committed US$10 million for the construction of a pharmaceutical plant in Dar es Salaam and planning a dialysis centre to serve East and Southern Africa; CISB Group employs over 32,000 personnel across 42 offices; group turnover approximately INR 700 crore, CISB turnover approximately INR 370 crore","Appointment as Honorary Consul of Tanzania published in the Government Gazette of India on 4 January 2021; officially commissioned on 20 February 2021 at the Taj Coromandel Hotel, Chennai, by H. E. Ambassador Baraka H. Luvanda in the presence of the Minister for Industries, Tamil Nadu Government; committed US$10 million for the construction of a pharmaceutical plant in Dar es Salaam and planning a dialysis centre to serve East and Southern Africa; CISB Group employs over 32,000 personnel across 42 offices; group turnover approximately INR 700 crore, CISB turnover approximately INR 370 crore"
usr_5ccc7d5b81ce446cb316,Sherwin Savio Joseph Nazareth,designation,"Managing Director and Chief Executive Officer, Monsher Group, Mumbai — flagship entity: Monsher Fire Protection Systems Private Limited",
usr_5ccc7d5b81ce446cb316,Sherwin Savio Joseph Nazareth,organization,"Monsher Group, Mumbai - flagship entity: Monsher Fire Protection Systems Private Limited",
usr_5ccc7d5b81ce446cb316,Sherwin Savio Joseph Nazareth,bio,"Mr. Sherwin Savio Joseph Nazareth (DIN 95168) is the second-generation Managing Director of the Monsher Group, including Monsher Fire Protection Systems Private Limited (CIN U74999MH2001PTC130861), founded in 1975 by his father, an IIT graduate. Engineered abroad and MBA-polished overseas, he steers an India-first fire-safety house with tie-ups from Marioff Finland to Detectomat Germany. LinkedIn lists him; X, Instagram and Threads do not. In a sector that whispers about sprinklers and shouts only at sirens, Nazareth's quiet, audit-clean presence sits behind some of India's tallest towers and busiest airports.","Mr. LinkedIn lists him; X, Instagram and Threads do not. In a sector that whispers about sprinklers and shouts only at sirens, Nazareth's quiet, audit-clean presence sits behind some of India's tallest towers and busiest airports"
